date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:22	112571/112571	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:23%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=mr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Cc203.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:23	112936/112936	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:24%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=ta	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_C880d.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:23	112761/112761	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:25%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=ml	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_C2b51.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:24	112766/112766	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:25%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=te	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_C21ad.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:24	112765/112765	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:26%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=th	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Ccc5a.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:25	111213/111213	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:26%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=zh_cn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Cbc36.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:25	111392/111392	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:27%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=zh_hk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Cdd1b.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:26	111231/111231	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:27%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=zh_tw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_C9d3f.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:26	111806/111806	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:28%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=ja	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Cc9e6.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:27	111489/111489	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:28%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_C?lang=ko	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_C7542.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_C)
22:36:30	109665/109665	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:30%20GMT	https://chat.whatsapp.com/u_0_0_Y	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_Y-2.html	(from https://chat.whatsapp.com/?lang=hr&_fb_noscript=1)
22:36:31	109663/109663	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:33%20GMT	https://chat.whatsapp.com/u_0_2_V	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_2_V-2.html	(from https://chat.whatsapp.com/?lang=uz&_fb_noscript=1)
22:36:31	107339/107339	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:33%20GMT	https://chat.whatsapp.com/u_0_0_7?_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_74964.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:31	109548/109548	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:34%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=az	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_78526.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:32	109373/109373	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:34%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=af	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7fb3d.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:32	109211/109211	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:34%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=id	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79bb4.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:33	109280/109280	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:34%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ms	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_799dc.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:33	109442/109442	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:35%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ca	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7a35d.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:34	109664/109664	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:36%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=cs	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_77b3f.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:35	109431/109431	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:37%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=da	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7c423.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:36	109355/109355	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:38%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=et	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_791b9.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:36	109430/109430	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:37%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=de	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_73322.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:36	109267/109267	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:38%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=en	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79ed2.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:37	109462/109462	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:39%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=es	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7c69a.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:37	109589/109589	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:39%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=fr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7e68f.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:38	109974/109974	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:40%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ga	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_75242.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:38	109569/109569	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:40%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=hr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_71ebe.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:39	109394/109394	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:40%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=it	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7cf53.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:39	109386/109386	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:41%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7c249.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:40	109914/109914	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:42%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=lt	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7bd5a.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:40	109522/109522	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:42%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=hu	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7a30c.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:41	109651/109651	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:41%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=lv	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_71ff0.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:41	109354/109354	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:43%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=nl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7cdb1.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:42	109388/109388	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:43%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=nb	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_72bc7.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:44	109492/109492	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:46%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=tl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79ff7.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:44	109449/109449	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:44%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=uz	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_71268.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:45	109589/109589	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:46%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=pl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_76bf8.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:45	109424/109424	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:47%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=pt_br	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7085d.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:45	109736/109736	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:47%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ro	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_70b5e.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:46	109488/109488	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:48%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sq	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_769cd.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:46	109553/109553	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:48%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_708c7.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:47	109571/109571	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:49%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sl	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_77c4b.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:47	109362/109362	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:49%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=fi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_75720.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:48	109527/109527	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:47%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=pt_pt	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_723f1.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:48	109355/109355	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:50%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sv	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79e93.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:49	109581/109581	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:51%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=vi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7e034.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:49	110899/110899	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:51%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=el	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_74bed.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:50	109389/109389	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:51%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=tr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_72296.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:50	110915/110915	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:52%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=bg	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_71f03.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:50	110581/110581	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:52%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=kk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7f59f.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:51	111232/111232	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:53%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ru	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_72139.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:51	110672/110672	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:52%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=mk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7a908.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:51	110934/110934	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:53%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=sr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_76e27.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:52	111084/111084	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:54%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=uk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79277.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:52	111268/111268	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:54%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ar	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7d6cc.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:53	110425/110425	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:54%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=he	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_764f4.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:53	110688/110688	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:55%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=fa	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7e6ac.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:53	110577/110577	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:55%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ur	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7add9.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:54	111084/111084	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:55%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=bn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7bbc9.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:54	110845/110845	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:56%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=hi	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7ef8e.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:54	110793/110793	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:56%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=gu	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_77d5b.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:55	110905/110905	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:57%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=kn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_721c9.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:55	110791/110791	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:57%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=mr	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7c203.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:56	110817/110817	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:58%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=pa	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7f87d.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:56	111304/111304	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:58%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ta	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7880d.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:57	110988/110988	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:58%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=te	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_721ad.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:57	110982/110982	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:59%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ml	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_72b51.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:57	110987/110987	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:59%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=th	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7cc5a.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:58	109438/109438	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:36:59%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=zh_cn	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7bc36.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:58	109465/109465	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:00%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=zh_hk	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7dd1b.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:59	109457/109457	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:00%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=zh_tw	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_79d3f.html	(from https://chat.whatsapp.com/u_0_0_7)
22:36:59	110024/110024	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:01%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ja	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_7c9e6.html	(from https://chat.whatsapp.com/u_0_0_7)
22:37:00	109712/109712	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:01%20GMT	https://chat.whatsapp.com/u_0_0_7?lang=ko	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_0_77542.html	(from https://chat.whatsapp.com/u_0_0_7)
22:37:01	109818/109818	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:03%20GMT	https://chat.whatsapp.com/u_0_1_u	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/u_0_1_u.html	(from https://chat.whatsapp.com/?lang=pl&_fb_noscript=1)
22:37:02	109279/109279	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:04%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?_fb_noscript=1	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_G4964.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:02	111606/111606	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:04%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=az	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_G8526.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:03	111151/111151	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:05%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=af	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Gfb3d.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:03	111057/111057	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:05%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=ms	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_G99dc.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:04	110994/110994	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:05%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=id	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_G9bb4.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:04	111221/111221	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:06%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=ca	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Ga35d.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:04	111441/111441	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:06%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=cs	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_G7b3f.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
22:37:05	111209/111209	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Dec%202022%2003:37:06%20GMT	https://chat.whatsapp.com/__elem_bb0debb2_0_3_G?lang=da	C:/Users/juanb/OneDrive/Escritorio/test/1/chat.whatsapp.com/__elem_bb0debb2_0_3_Gc423.html	(from https://chat.whatsapp.com/__elem_bb0debb2_0_3_G)
